investor_id,average_gap_days,max_gap_days,status
INV001503,44.8,108.0,at-risk
INV001504,48.22222222222222,134.0,at-risk
INV001505,148.0,205.0,at-risk
INV001506,78.16666666666667,213.0,at-risk
INV001507,39.18181818181818,77.0,at-risk
INV001508,55.888888888888886,131.0,at-risk
INV001509,,,active
INV001510,44.55555555555556,105.0,at-risk
INV001511,28.0,47.0,at-risk
INV001512,47.7,122.0,at-risk
INV001513,60.6,95.0,at-risk
INV001514,38.9,72.0,at-risk
INV001515,97.25,135.0,at-risk
INV001516,56.625,169.0,at-risk
INV001517,82.0,83.0,at-risk
INV001518,46.25,106.0,at-risk
INV001519,77.0,79.0,at-risk
INV001520,171.5,284.0,at-risk
INV001521,47.25,207.0,at-risk
INV001522,102.5,194.0,at-risk
INV001523,,,active
INV001524,63.5,149.0,at-risk
INV001525,60.833333333333336,103.0,at-risk
INV001526,29.333333333333332,73.0,at-risk
INV001527,123.0,237.0,at-risk
INV001528,48.0,104.0,at-risk
INV001529,214.0,389.0,at-risk
INV001530,48.5,115.0,at-risk
INV001531,85.33333333333333,139.0,at-risk
INV001532,47.4,97.0,at-risk
INV001533,168.0,168.0,at-risk
INV001534,64.42857142857143,206.0,at-risk
INV001535,150.66666666666666,373.0,at-risk
INV001536,41.4,106.0,at-risk
INV001537,99.0,226.0,at-risk
INV001538,65.5,141.0,at-risk
INV001539,237.0,306.0,at-risk
INV001540,138.33333333333334,325.0,at-risk
INV001541,,,active
INV001542,63.0,119.0,at-risk
INV001543,56.2,98.0,at-risk
INV001544,42.6,95.0,at-risk
INV001545,46.4,198.0,at-risk
INV001546,351.0,351.0,at-risk
INV001547,43.81818181818182,119.0,at-risk
INV001548,57.57142857142857,197.0,at-risk
INV001549,50.125,80.0,at-risk
INV001550,47.4,110.0,at-risk
INV001551,55.875,138.0,at-risk
INV001552,45.0,45.0,at-risk
INV001553,44.90909090909091,77.0,at-risk
INV001554,5.0,5.0,active
INV001555,91.0,136.0,at-risk
INV001556,77.33333333333333,128.0,at-risk
INV001557,80.33333333333333,350.0,at-risk
INV001558,38.7,114.0,at-risk
INV001559,,,active
INV001560,98.2,357.0,at-risk
INV001561,55.857142857142854,198.0,at-risk
INV001562,39.8,143.0,at-risk
INV001563,194.0,194.0,at-risk
INV001564,39.18181818181818,102.0,at-risk
INV001565,126.0,209.0,at-risk
INV001566,102.66666666666667,256.0,at-risk
INV001567,50.2,112.0,at-risk
INV001568,,,active
INV001569,69.5,313.0,at-risk
INV001570,59.875,185.0,at-risk
INV001571,87.0,107.0,at-risk
INV001572,,,active
INV001573,42.142857142857146,109.0,at-risk
INV001574,42.666666666666664,106.0,at-risk
INV001575,52.625,112.0,at-risk
INV001576,75.33333333333333,115.0,at-risk
INV001577,,,active
INV001578,76.5,144.0,at-risk
INV001579,41.63636363636363,115.0,at-risk
INV001580,40.63636363636363,122.0,at-risk
INV001581,101.75,197.0,at-risk
INV001582,,,active
INV001583,56.125,126.0,at-risk
INV001584,84.0,211.0,at-risk
INV001585,35.375,177.0,at-risk
INV001586,89.33333333333333,164.0,at-risk
INV001587,40.1,144.0,at-risk
INV001588,69.5,137.0,at-risk
INV001589,,,active
INV001590,126.5,185.0,at-risk
INV001591,32.0,107.0,at-risk
INV001592,19.0,50.0,at-risk
INV001593,159.5,214.0,at-risk
INV001594,76.83333333333333,198.0,at-risk
INV001595,69.33333333333333,116.0,at-risk
INV001596,76.4,183.0,at-risk
INV001597,43.4,105.0,at-risk
INV001598,50.5,110.0,at-risk
INV001599,44.54545454545455,133.0,at-risk
INV001600,152.0,196.0,at-risk
INV001601,96.0,179.0,at-risk
INV001602,42.63636363636363,115.0,at-risk
INV001603,33.3,93.0,at-risk
INV001604,62.0,72.0,at-risk
INV001605,49.9,114.0,at-risk
INV001606,58.0,119.0,at-risk
INV001607,231.0,453.0,at-risk
INV001608,36.0,106.0,at-risk
INV001609,52.77777777777778,143.0,at-risk
INV001610,,,active
INV001611,42.7,130.0,at-risk
INV001612,50.22222222222222,119.0,at-risk
INV001613,90.0,90.0,at-risk
INV001614,54.0,135.0,at-risk
INV001615,44.0,107.0,at-risk
INV001616,38.54545454545455,117.0,at-risk
INV001617,11.0,11.0,active
INV001618,59.714285714285715,201.0,at-risk
INV001619,70.0,114.0,at-risk
INV001620,43.0,110.0,at-risk
INV001621,167.0,232.0,at-risk
INV001622,196.0,196.0,at-risk
INV001623,46.9,111.0,at-risk
INV001624,34.0,80.0,at-risk
INV001625,39.63636363636363,111.0,at-risk
INV001626,81.33333333333333,189.0,at-risk
INV001627,70.8,149.0,at-risk
INV001628,32.90909090909091,71.0,at-risk
INV001629,44.36363636363637,83.0,at-risk
INV001630,39.75,62.0,at-risk
INV001631,45.6,97.0,at-risk
INV001632,87.0,87.0,at-risk
INV001633,,,active
INV001634,30.5,49.0,at-risk
INV001635,73.0,105.0,at-risk
INV001636,39.1,114.0,at-risk
INV001637,90.4,129.0,at-risk
INV001638,65.0,151.0,at-risk
INV001639,69.4,135.0,at-risk
INV001640,28.0,90.0,at-risk
INV001641,54.55555555555556,142.0,at-risk
INV001642,97.25,168.0,at-risk
INV001643,49.285714285714285,108.0,at-risk
INV001644,41.0,89.0,at-risk
INV001645,54.285714285714285,116.0,at-risk
INV001646,102.66666666666667,250.0,at-risk
INV001647,,,active
INV001648,58.625,120.0,at-risk
INV001649,42.27272727272727,120.0,at-risk
INV001650,49.2,193.0,at-risk
INV001651,47.2,130.0,at-risk
INV001652,46.75,76.0,at-risk
INV001653,55.142857142857146,110.0,at-risk
INV001654,38.22222222222222,137.0,at-risk
INV001655,79.75,197.0,at-risk
INV001656,51.333333333333336,246.0,at-risk
INV001657,,,active
INV001658,42.2,131.0,at-risk
INV001659,41.0,41.0,at-risk
INV001660,78.8,192.0,at-risk
INV001661,97.75,153.0,at-risk
INV001662,41.36363636363637,154.0,at-risk
INV001663,46.57142857142857,123.0,at-risk
INV001664,349.0,349.0,at-risk
INV001665,116.5,125.0,at-risk
INV001666,58.2,125.0,at-risk
INV001667,,,active
INV001668,181.0,188.0,at-risk
INV001669,68.0,175.0,at-risk
INV001670,36.5,94.0,at-risk
INV001671,62.0,225.0,at-risk
INV001672,24.727272727272727,130.0,at-risk
INV001673,49.3,181.0,at-risk
INV001674,76.8,144.0,at-risk
INV001675,,,active
INV001676,118.0,205.0,at-risk
INV001677,95.0,263.0,at-risk
INV001678,61.0,100.0,at-risk
INV001679,76.5,241.0,at-risk
INV001680,42.81818181818182,161.0,at-risk
INV001681,180.5,330.0,at-risk
INV001682,,,active
INV001683,62.142857142857146,186.0,at-risk
INV001684,153.0,240.0,at-risk
INV001685,44.0,44.0,at-risk
INV001686,248.0,248.0,at-risk
INV001687,70.75,227.0,at-risk
INV001688,90.5,233.0,at-risk
INV001689,45.54545454545455,125.0,at-risk
INV001690,60.875,114.0,at-risk
INV001691,57.75,190.0,at-risk
INV001692,44.1,123.0,at-risk
INV001693,104.0,228.0,at-risk
INV001694,51.44444444444444,144.0,at-risk
INV001695,21.375,33.0,active
INV001696,87.8,149.0,at-risk
INV001697,45.45454545454545,174.0,at-risk
INV001698,,,active
INV001699,59.42857142857143,126.0,at-risk
INV001700,,,active
INV001701,45.72727272727273,120.0,at-risk
INV001702,199.0,199.0,at-risk
INV001703,,,active
INV001704,,,active
INV001705,47.625,162.0,at-risk
INV001706,43.22222222222222,115.0,at-risk
INV001707,104.66666666666667,165.0,at-risk
INV001708,85.5,297.0,at-risk
INV001709,37.0,69.0,at-risk
INV001710,115.0,182.0,at-risk
INV001711,65.83333333333333,189.0,at-risk
INV001712,47.57142857142857,103.0,at-risk
INV001713,45.857142857142854,87.0,at-risk
INV001714,133.0,247.0,at-risk
INV001715,68.28571428571429,188.0,at-risk
INV001716,75.66666666666667,113.0,at-risk
INV001717,93.0,204.0,at-risk
INV001718,52.5,146.0,at-risk
INV001719,55.0,121.0,at-risk
INV001720,68.42857142857143,169.0,at-risk
INV001721,81.66666666666667,208.0,at-risk
INV001722,109.25,169.0,at-risk
INV001723,83.66666666666667,300.0,at-risk
INV001724,52.25,116.0,at-risk
INV001725,44.6,119.0,at-risk
INV001726,108.33333333333333,164.0,at-risk
INV001727,78.5,204.0,at-risk
INV001728,35.4,131.0,at-risk
INV001729,76.75,150.0,at-risk
INV001730,17.0,17.0,active
INV001731,310.0,310.0,at-risk
INV001732,92.2,223.0,at-risk
INV001733,207.0,207.0,at-risk
INV001734,112.0,187.0,at-risk
INV001735,79.0,234.0,at-risk
INV001736,65.0,130.0,at-risk
INV001737,42.625,174.0,at-risk
INV001738,40.09090909090909,137.0,at-risk
INV001739,46.666666666666664,67.0,at-risk
INV001740,48.77777777777778,155.0,at-risk
INV001741,45.2,201.0,at-risk
INV001742,52.375,111.0,at-risk
INV001743,44.0,176.0,at-risk
INV001744,42.81818181818182,90.0,at-risk
INV001745,159.66666666666666,288.0,at-risk
INV001746,32.09090909090909,130.0,at-risk
INV001747,68.85714285714286,252.0,at-risk
INV001748,39.142857142857146,115.0,at-risk
INV001749,,,active
INV001750,180.5,286.0,at-risk
INV001751,39.142857142857146,70.0,at-risk
INV001752,37.81818181818182,91.0,at-risk
INV001753,42.81818181818182,128.0,at-risk
INV001754,139.66666666666666,282.0,at-risk
INV001755,206.0,206.0,at-risk
INV001756,,,active
INV001757,35.36363636363637,121.0,at-risk
INV001758,36.22222222222222,81.0,at-risk
INV001759,40.54545454545455,91.0,at-risk
INV001760,163.0,221.0,at-risk
INV001761,,,active
INV001762,47.57142857142857,108.0,at-risk
INV001763,59.666666666666664,114.0,at-risk
INV001764,73.75,122.0,at-risk
INV001765,67.57142857142857,164.0,at-risk
INV001766,93.5,166.0,at-risk
INV001767,,,active
INV001768,14.666666666666666,23.0,active
INV001769,70.0,166.0,at-risk
INV001770,71.14285714285714,270.0,at-risk
INV001771,64.14285714285714,131.0,at-risk
INV001772,52.77777777777778,152.0,at-risk
INV001773,53.75,130.0,at-risk
INV001774,92.0,155.0,at-risk
INV001775,29.142857142857142,65.0,at-risk
INV001776,56.0,56.0,at-risk
INV001777,46.1,117.0,at-risk
INV001778,40.45454545454545,108.0,at-risk
INV001779,170.0,170.0,at-risk
INV001780,54.8,88.0,at-risk
INV001781,99.33333333333333,153.0,at-risk
INV001782,52.0,130.0,at-risk
INV001783,58.875,183.0,at-risk
INV001784,39.8,154.0,at-risk
INV001785,202.0,383.0,at-risk
INV001786,,,active
INV001787,60.0,158.0,at-risk
INV001788,56.0,93.0,at-risk
INV001789,51.25,80.0,at-risk
INV001790,44.55555555555556,169.0,at-risk
INV001791,76.75,204.0,at-risk
INV001792,58.4,126.0,at-risk
INV001793,409.0,409.0,at-risk
INV001794,45.625,113.0,at-risk
INV001795,98.25,172.0,at-risk
INV001796,73.5,182.0,at-risk
INV001797,47.8,132.0,at-risk
INV001798,54.0,118.0,at-risk
INV001799,73.16666666666667,140.0,at-risk
INV001800,42.0,94.0,at-risk
INV001801,68.6,128.0,at-risk
INV001802,49.0,98.0,at-risk
INV001803,36.875,82.0,at-risk
INV001804,42.9,90.0,at-risk
INV001805,62.2,139.0,at-risk
INV001806,47.7,123.0,at-risk
INV001807,164.0,164.0,at-risk
INV001808,306.0,306.0,at-risk
INV001809,79.66666666666667,129.0,at-risk
INV001810,45.3,99.0,at-risk
INV001811,44.81818181818182,196.0,at-risk
INV001812,,,active
INV001813,63.0,191.0,at-risk
INV001814,44.888888888888886,87.0,at-risk
INV001815,60.333333333333336,229.0,at-risk
INV001816,41.5,94.0,at-risk
INV001817,236.0,236.0,at-risk
INV001818,193.5,325.0,at-risk
INV001819,189.0,189.0,at-risk
INV001820,40.5,143.0,at-risk
INV001821,111.33333333333333,228.0,at-risk
INV001822,23.285714285714285,64.0,at-risk
INV001823,37.0,109.0,at-risk
INV001824,91.2,255.0,at-risk
INV001825,46.55555555555556,102.0,at-risk
INV001826,33.125,112.0,at-risk
INV001827,95.0,234.0,at-risk
INV001828,44.42857142857143,91.0,at-risk
INV001829,67.5,170.0,at-risk
INV001830,99.0,112.0,at-risk
INV001831,45.5,178.0,at-risk
INV001832,60.0,126.0,at-risk
INV001833,41.833333333333336,163.0,at-risk
INV001834,62.0,178.0,at-risk
INV001835,78.0,168.0,at-risk
INV001836,37.2,87.0,at-risk
INV001837,42.27272727272727,74.0,at-risk
INV001838,200.0,200.0,at-risk
INV001839,105.5,343.0,at-risk
INV001840,117.0,117.0,at-risk
INV001841,35.125,112.0,at-risk
INV001842,47.44444444444444,165.0,at-risk
INV001843,50.625,139.0,at-risk
INV001844,51.625,197.0,at-risk
INV001845,108.75,159.0,at-risk
INV001846,101.5,201.0,at-risk
INV001847,54.75,146.0,at-risk
INV001848,60.125,202.0,at-risk
INV001849,84.8,169.0,at-risk
INV001850,125.0,170.0,at-risk
INV001851,56.142857142857146,180.0,at-risk
INV001852,71.71428571428571,187.0,at-risk
INV001853,30.181818181818183,68.0,at-risk
INV001854,172.0,290.0,at-risk
INV001855,159.0,159.0,at-risk
INV001856,53.57142857142857,151.0,at-risk
INV001857,45.1,138.0,at-risk
INV001858,47.3,231.0,at-risk
INV001859,82.5,182.0,at-risk
INV001860,164.66666666666666,268.0,at-risk
INV001861,39.77777777777778,112.0,at-risk
INV001862,191.5,308.0,at-risk
INV001863,167.33333333333334,323.0,at-risk
INV001864,,,active
INV001865,47.625,145.0,at-risk
INV001866,46.142857142857146,88.0,at-risk
INV001867,89.6,279.0,at-risk
INV001868,91.6,181.0,at-risk
INV001869,122.0,229.0,at-risk
INV001870,65.14285714285714,164.0,at-risk
INV001871,42.63636363636363,104.0,at-risk
INV001872,152.0,246.0,at-risk
INV001873,68.5,83.0,at-risk
INV001874,52.333333333333336,166.0,at-risk
INV001875,73.0,286.0,at-risk
INV001876,86.0,129.0,at-risk
INV001877,54.833333333333336,123.0,at-risk
INV001878,90.0,281.0,at-risk
INV001879,58.5,112.0,at-risk
INV001880,49.125,99.0,at-risk
INV001881,74.6,140.0,at-risk
INV001882,105.0,156.0,at-risk
INV001883,70.85714285714286,203.0,at-risk
INV001884,,,active
INV001885,45.09090909090909,128.0,at-risk
INV001886,45.111111111111114,129.0,at-risk
INV001887,78.0,157.0,at-risk
INV001888,65.42857142857143,176.0,at-risk
INV001889,,,active
INV001890,85.5,207.0,at-risk
INV001891,60.25,225.0,at-risk
INV001892,174.5,207.0,at-risk
INV001893,54.6,132.0,at-risk
INV001894,42.0,62.0,at-risk
INV001895,61.57142857142857,102.0,at-risk
INV001896,47.0,145.0,at-risk
INV001897,52.833333333333336,101.0,at-risk
INV001898,,,active
INV001899,69.28571428571429,154.0,at-risk
INV001900,75.0,146.0,at-risk
INV001901,162.5,268.0,at-risk
INV001902,92.0,216.0,at-risk
INV001903,38.22222222222222,101.0,at-risk
INV001904,305.0,305.0,at-risk
INV001905,109.0,185.0,at-risk
INV001906,97.0,111.0,at-risk
INV001907,,,active
INV001908,69.0,141.0,at-risk
INV001909,48.333333333333336,106.0,at-risk
INV001910,101.25,206.0,at-risk
INV001911,30.0,44.0,at-risk
INV001912,45.4,123.0,at-risk
INV001913,64.6,156.0,at-risk
INV001914,42.22222222222222,89.0,at-risk
INV001915,228.0,228.0,at-risk
INV001916,45.888888888888886,118.0,at-risk
INV001917,40.42857142857143,106.0,at-risk
INV001918,185.0,185.0,at-risk
INV001919,132.0,132.0,at-risk
INV001920,30.0,66.0,at-risk
INV001921,43.63636363636363,107.0,at-risk
INV001922,68.66666666666667,231.0,at-risk
INV001923,44.0,89.0,at-risk
INV001924,60.875,132.0,at-risk
INV001925,,,active
INV001926,46.4,107.0,at-risk
INV001927,42.25,59.0,at-risk
INV001928,83.8,304.0,at-risk
INV001929,45.111111111111114,152.0,at-risk
INV001930,97.0,262.0,at-risk
INV001931,,,active
INV001932,249.0,249.0,at-risk
INV001933,61.714285714285715,139.0,at-risk
INV001934,162.0,303.0,at-risk
INV001935,,,active
INV001936,16.5,26.0,active
INV001937,48.3,152.0,at-risk
INV001938,32.90909090909091,112.0,at-risk
INV001939,63.0,63.0,at-risk
INV001940,56.142857142857146,150.0,at-risk
INV001941,268.0,268.0,at-risk
INV001942,140.0,152.0,at-risk
INV001943,62.0,171.0,at-risk
INV001944,45.22222222222222,168.0,at-risk
INV001945,46.57142857142857,103.0,at-risk
INV001946,56.6,106.0,at-risk
INV001947,,,active
INV001948,147.66666666666666,250.0,at-risk
INV001949,58.666666666666664,115.0,at-risk
INV001950,44.09090909090909,99.0,at-risk
INV001951,47.111111111111114,98.0,at-risk
INV001952,144.5,284.0,at-risk
INV001953,409.0,409.0,at-risk
INV001954,54.25,187.0,at-risk
INV001955,54.285714285714285,103.0,at-risk
INV001956,79.33333333333333,160.0,at-risk
INV001957,41.0,41.0,at-risk
INV001958,186.5,253.0,at-risk
INV001959,53.75,107.0,at-risk
INV001960,146.5,185.0,at-risk
INV001961,65.85714285714286,222.0,at-risk
INV001962,70.6,177.0,at-risk
INV001963,133.66666666666666,374.0,at-risk
INV001964,,,active
INV001965,152.0,152.0,at-risk
INV001966,127.33333333333333,191.0,at-risk
INV001967,25.857142857142858,92.0,at-risk
INV001968,60.5,95.0,at-risk
INV001969,45.1,120.0,at-risk
INV001970,67.66666666666667,137.0,at-risk
INV001971,38.3,87.0,at-risk
INV001972,35.0,142.0,at-risk
INV001973,,,active
INV001974,35.7,86.0,at-risk
INV001975,78.2,159.0,at-risk
INV001976,106.0,112.0,at-risk
INV001977,56.75,184.0,at-risk
INV001978,76.16666666666667,112.0,at-risk
INV001979,42.0,134.0,at-risk
INV001980,213.5,389.0,at-risk
INV001981,122.75,200.0,at-risk
INV001982,61.285714285714285,161.0,at-risk
INV001983,68.71428571428571,203.0,at-risk
INV001984,,,active
INV001985,70.83333333333333,192.0,at-risk
INV001986,38.25,68.0,at-risk
INV001987,40.2,144.0,at-risk
INV001988,55.0,71.0,at-risk
INV001989,89.5,94.0,at-risk
INV001990,40.63636363636363,130.0,at-risk
INV001991,27.5,49.0,at-risk
INV001992,101.5,148.0,at-risk
INV001993,44.7,87.0,at-risk
INV001994,120.0,120.0,at-risk
INV001995,43.75,94.0,at-risk
INV001996,157.0,157.0,at-risk
INV001997,59.25,168.0,at-risk
INV001998,42.90909090909091,98.0,at-risk
INV001999,29.90909090909091,78.0,at-risk
INV002000,53.333333333333336,132.0,at-risk
INV002001,53.0,141.0,at-risk
INV002002,85.25,118.0,at-risk
INV002003,41.333333333333336,69.0,at-risk
INV002004,42.0,42.0,at-risk
INV002005,54.5,91.0,at-risk
INV002006,52.57142857142857,122.0,at-risk
INV002007,82.66666666666667,213.0,at-risk
INV002008,39.22222222222222,95.0,at-risk
INV002009,,,active
INV002010,69.28571428571429,112.0,at-risk
INV002011,59.75,129.0,at-risk
INV002012,69.16666666666667,144.0,at-risk
INV002013,57.57142857142857,100.0,at-risk
INV002014,92.5,101.0,at-risk
INV002015,134.0,209.0,at-risk
INV002016,106.0,142.0,at-risk
INV002017,49.25,99.0,at-risk
INV002018,44.1,104.0,at-risk
INV002019,65.0,117.0,at-risk
INV002020,130.5,200.0,at-risk
INV002021,46.166666666666664,72.0,at-risk
INV002022,52.0,89.0,at-risk
INV002023,75.5,123.0,at-risk
INV002024,25.0,37.0,at-risk
INV002025,55.833333333333336,92.0,at-risk
INV002026,85.4,161.0,at-risk
INV002027,133.0,235.0,at-risk
INV002028,222.0,222.0,at-risk
INV002029,75.0,75.0,at-risk
INV002030,71.71428571428571,251.0,at-risk
INV002031,,,active
INV002032,208.0,390.0,at-risk
INV002033,38.9,112.0,at-risk
INV002034,46.0,103.0,at-risk
INV002035,39.0,94.0,at-risk
INV002036,28.0,160.0,at-risk
INV002037,37.666666666666664,173.0,at-risk
INV002038,52.5,116.0,at-risk
INV002039,46.1,102.0,at-risk
INV002040,50.77777777777778,111.0,at-risk
INV002041,52.8,95.0,at-risk
INV002042,46.666666666666664,198.0,at-risk
INV002043,86.75,157.0,at-risk
INV002044,53.714285714285715,118.0,at-risk
INV002045,60.0,165.0,at-risk
INV002046,363.0,363.0,at-risk
INV002047,134.66666666666666,161.0,at-risk
INV002048,,,active
INV002049,66.16666666666667,174.0,at-risk
INV002050,91.75,151.0,at-risk
INV002051,43.666666666666664,153.0,at-risk
INV002052,33.125,82.0,at-risk
INV002053,21.0,21.0,active
INV002054,78.5,127.0,at-risk
INV002055,69.0,239.0,at-risk
INV002056,80.66666666666667,205.0,at-risk
INV002057,62.0,62.0,at-risk
INV002058,101.5,143.0,at-risk
INV002059,214.0,268.0,at-risk
INV002060,63.833333333333336,197.0,at-risk
INV002061,80.5,205.0,at-risk
INV002062,58.0,74.0,at-risk
INV002063,36.5,54.0,at-risk
INV002064,68.33333333333333,178.0,at-risk
INV002065,163.33333333333334,270.0,at-risk
INV002066,81.8,130.0,at-risk
INV002067,53.375,130.0,at-risk
INV002068,221.0,221.0,at-risk
INV002069,42.8,86.0,at-risk
INV002070,48.8,118.0,at-risk
INV002071,142.33333333333334,306.0,at-risk
INV002072,133.5,266.0,at-risk
INV002073,80.25,223.0,at-risk
INV002074,55.4,104.0,at-risk
INV002075,66.2,126.0,at-risk
INV002076,,,active
INV002077,76.2,192.0,at-risk
INV002078,54.0,54.0,at-risk
INV002079,61.333333333333336,122.0,at-risk
INV002080,60.0,95.0,at-risk
INV002081,55.0,107.0,at-risk
INV002082,56.75,125.0,at-risk
INV002083,46.5,193.0,at-risk
INV002084,,,active
INV002085,54.166666666666664,191.0,at-risk
INV002086,,,active
INV002087,70.6,126.0,at-risk
INV002088,68.28571428571429,182.0,at-risk
INV002089,114.66666666666667,145.0,at-risk
INV002090,53.55555555555556,144.0,at-risk
INV002091,,,active
INV002092,38.111111111111114,81.0,at-risk
INV002093,36.57142857142857,82.0,at-risk
INV002094,118.66666666666667,220.0,at-risk
INV002095,43.5,96.0,at-risk
INV002096,63.8,202.0,at-risk
INV002097,37.0,41.0,at-risk
INV002098,51.625,131.0,at-risk
INV002099,71.28571428571429,268.0,at-risk
INV002100,83.0,119.0,at-risk
INV002101,38.0,120.0,at-risk
INV002102,46.875,130.0,at-risk
INV002103,19.333333333333332,43.0,at-risk
INV002104,44.77777777777778,135.0,at-risk
INV002105,,,active
INV002106,89.0,170.0,at-risk
INV002107,55.333333333333336,249.0,at-risk
INV002108,164.5,317.0,at-risk
INV002109,25.857142857142858,79.0,at-risk
INV002110,46.333333333333336,121.0,at-risk
INV002111,42.27272727272727,101.0,at-risk
INV002112,49.125,147.0,at-risk
INV002113,80.8,201.0,at-risk
INV002114,48.714285714285715,162.0,at-risk
INV002115,65.71428571428571,106.0,at-risk
INV002116,30.11111111111111,53.0,at-risk
INV002117,63.857142857142854,208.0,at-risk
INV002118,57.0,57.0,at-risk
INV002119,47.44444444444444,195.0,at-risk
INV002120,109.5,173.0,at-risk
INV002121,51.375,88.0,at-risk
INV002122,45.142857142857146,97.0,at-risk
INV002123,67.0,97.0,at-risk
INV002124,52.111111111111114,169.0,at-risk
INV002125,36.0,88.0,at-risk
INV002126,71.0,153.0,at-risk
INV002127,47.0,92.0,at-risk
INV002128,87.6,170.0,at-risk
INV002129,91.0,156.0,at-risk
INV002130,62.6,94.0,at-risk
INV002131,65.85714285714286,129.0,at-risk
INV002132,17.5,33.0,active
INV002133,89.8,272.0,at-risk
INV002134,45.09090909090909,102.0,at-risk
INV002135,55.77777777777778,139.0,at-risk
INV002136,91.66666666666667,183.0,at-risk
INV002137,31.666666666666668,125.0,at-risk
INV002138,65.57142857142857,177.0,at-risk
INV002139,66.71428571428571,170.0,at-risk
INV002140,174.5,187.0,at-risk
INV002141,44.833333333333336,84.0,at-risk
INV002142,52.44444444444444,162.0,at-risk
INV002143,40.45454545454545,148.0,at-risk
INV002144,91.25,127.0,at-risk
INV002145,84.5,134.0,at-risk
INV002146,108.5,175.0,at-risk
INV002147,347.0,347.0,at-risk
INV002148,129.33333333333334,268.0,at-risk
INV002149,31.9,215.0,at-risk
INV002150,73.6,216.0,at-risk
INV002151,53.666666666666664,201.0,at-risk
INV002152,67.42857142857143,126.0,at-risk
INV002153,45.22222222222222,133.0,at-risk
INV002154,44.90909090909091,175.0,at-risk
INV002155,59.714285714285715,140.0,at-risk
INV002156,98.0,174.0,at-risk
INV002157,40.90909090909091,86.0,at-risk
INV002158,61.375,142.0,at-risk
INV002159,46.42857142857143,104.0,at-risk
INV002160,36.0,64.0,at-risk
INV002161,64.14285714285714,264.0,at-risk
INV002162,51.888888888888886,198.0,at-risk
INV002163,306.0,306.0,at-risk
INV002164,58.166666666666664,89.0,at-risk
INV002165,82.16666666666667,156.0,at-risk
INV002166,82.66666666666667,248.0,at-risk
INV002167,39.125,77.0,at-risk
INV002168,167.66666666666666,343.0,at-risk
INV002169,112.66666666666667,193.0,at-risk
INV002170,65.83333333333333,150.0,at-risk
INV002171,55.833333333333336,150.0,at-risk
INV002172,141.0,205.0,at-risk
INV002173,148.0,148.0,at-risk
INV002174,86.0,143.0,at-risk
INV002175,92.0,92.0,at-risk
INV002176,81.33333333333333,185.0,at-risk
INV002177,43.8,141.0,at-risk
INV002178,46.5,236.0,at-risk
INV002179,42.3,171.0,at-risk
INV002180,154.0,175.0,at-risk
INV002181,72.2,164.0,at-risk
INV002182,40.09090909090909,146.0,at-risk
INV002183,97.66666666666667,146.0,at-risk
INV002184,47.5,167.0,at-risk
INV002185,28.77777777777778,92.0,at-risk
INV002186,49.888888888888886,112.0,at-risk
INV002187,44.18181818181818,122.0,at-risk
INV002188,28.5,85.0,at-risk
INV002189,43.63636363636363,153.0,at-risk
INV002190,76.25,121.0,at-risk
INV002191,121.0,282.0,at-risk
INV002192,40.666666666666664,95.0,at-risk
INV002193,71.5,142.0,at-risk
INV002194,,,active
INV002195,48.77777777777778,154.0,at-risk
INV002196,56.666666666666664,115.0,at-risk
INV002197,105.25,272.0,at-risk
INV002198,33.63636363636363,90.0,at-risk
INV002199,38.125,83.0,at-risk
INV002200,83.6,291.0,at-risk
INV002201,44.44444444444444,136.0,at-risk
INV002202,54.77777777777778,143.0,at-risk
INV002203,128.0,128.0,at-risk
INV002204,144.66666666666666,215.0,at-risk
INV002205,87.4,243.0,at-risk
INV002206,43.8,107.0,at-risk
INV002207,73.0,252.0,at-risk
INV002208,42.8,129.0,at-risk
INV002209,271.0,271.0,at-risk
INV002210,,,active
INV002211,42.55555555555556,109.0,at-risk
INV002212,58.42857142857143,158.0,at-risk
INV002213,36.625,121.0,at-risk
INV002214,42.09090909090909,82.0,at-risk
INV002215,53.888888888888886,122.0,at-risk
INV002216,48.0,128.0,at-risk
INV002217,82.25,151.0,at-risk
INV002218,52.57142857142857,147.0,at-risk
INV002219,49.9,142.0,at-risk
INV002220,31.3,67.0,at-risk
INV002221,214.0,214.0,at-risk
INV002222,137.5,222.0,at-risk
INV002223,82.6,259.0,at-risk
INV002224,106.5,299.0,at-risk
INV002225,69.75,148.0,at-risk
INV002226,33.666666666666664,65.0,at-risk
INV002227,41.75,96.0,at-risk
INV002228,42.875,86.0,at-risk
INV002229,44.666666666666664,101.0,at-risk
INV002230,43.4,114.0,at-risk
INV002231,,,active
INV002232,38.54545454545455,174.0,at-risk
INV002233,,,active
INV002234,47.42857142857143,96.0,at-risk
INV002235,69.83333333333333,137.0,at-risk
INV002236,55.25,119.0,at-risk
INV002237,41.77777777777778,142.0,at-risk
INV002238,78.66666666666667,161.0,at-risk
INV002239,75.5,131.0,at-risk
INV002240,42.45454545454545,118.0,at-risk
INV002241,47.8,124.0,at-risk
INV002242,95.75,227.0,at-risk
INV002243,126.0,389.0,at-risk
INV002244,50.55555555555556,129.0,at-risk
INV002245,37.27272727272727,146.0,at-risk
INV002246,79.0,91.0,at-risk
INV002247,33.0,33.0,active
INV002248,47.166666666666664,73.0,at-risk
